"state_code","source","name","ward_code","category","subtype","management","education","poi_type","global_id","id","no_of_teachers","no_of_students","Geometry"
"AN","OSGOF","Open University Uru Abagana","ANSKPP07","Tertiary","University","Public","Formal","School","0059310c-60bb-4c2a-88bc-71d78afd6aae","u_fc_poi_school.126",,,"POINT (6.98225 6.1853)"
"NI","NMIS","Sheikh Dahiru Usman Bauchi Foundation","NISMNA02","Tertiary","Adult Education","Private","Integrated","School","00793172-9e01-4e2f-9920-f367142c16b2","u_fc_poi_school.185",,,"POINT (6.5257126 9.6202898)"
"RI","Proxy Logistics","Rivers College of Education","RVSPHC02","Tertiary","Adult Education","State Government","Formal","School","009bc909-e3b1-44e1-9a4d-f7c8499d3bab","u_fc_poi_school.240",,,"POINT (7.0047968 4.798704)"
"IM","GRID","Trinitas Academy","IMSMGD07","Tertiary","Standard","Private Faith Based","Formal","School","016dad50-6637-4468-b4b3-63efec66b1db","u_fc_poi_school.585",,,"POINT (6.94654 5.6484883)"
"GO","GRID","Kaleel Husary Academy","GMSGME10","Tertiary","Standard","Public","Formal","School","01ac8e45-edf5-4aad-81db-e60cadb1a09b","u_fc_poi_school.679",,,"POINT (11.16975 10.264925)"
"GO","GRID","Matrix International Academy Gombe","GMSGME11","Tertiary","Standard","Public","Formal","School","023575fd-4f8f-4a05-8419-ee3bfc1e7137","u_fc_poi_school.877",,,"POINT (11.1440983 10.3109733)"
"LA","GRID","Grajos Institute Of Mass Communication","LASIOE01","Tertiary","Standard","Private","Formal","School","02653b8e-893c-4b75-8199-24b1a9933add","u_fc_poi_school.950",,,"POINT (3.30212 6.65449)"
"GO","GRID","Government Vocational Training Center","GMSNFD09","Tertiary","Standard","Public","Formal","School","02c180f5-2815-4408-9d07-e2a034259eb2","u_fc_poi_school.1094",,,"POINT (11.338655 11.0943033)"
"EK","GRID","Gladsome International Schools Ido Ekiti","EKSIDO11","Tertiary","Standard","Private","Formal","School","0349a0f2-14b7-4be5-a14a-f3448e188a39","u_fc_poi_school.1312",,,"POINT (5.189925 7.8614117)"
"ZA","NMIS","School For Continuing Education Women","80709","Tertiary","Adult Education","Public","Formal","School","036af5cd-8465-42c1-9095-35344c43f2e3","u_fc_poi_school.1358",,,"POINT (6.6938538 12.1760387)"
"ED","GRID","Auchi Polytechnic Auchi","EDSAUC12","Tertiary","Tertiary","Public","Formal","School","04c1b349-ac6d-437c-a8eb-722985f0ad00","u_fc_poi_school.1939",,,"POINT (6.2773 7.06117)"
"EB","GRID","School Of Nursing Uburu","EBSBZR03","Tertiary","Adult Education","Private","Formal","School","04db4bb8-925c-4065-8d44-3dc3433f4544","u_fc_poi_school.1974",,,"POINT (7.7628 6.0326)"
"EB","GRID","Bishop Thomas Mcgettricks Pastoral Centre","EBSUGB05","Tertiary","Adult Education","Faith Based","Formal","School","050b2a28-f095-4a19-a28c-83b3fc7210fc","u_fc_poi_school.2071",,,"POINT (8.087465 6.3397283)"
"TA","GRID","Dominion Academy Donga","TRSDGA02","Tertiary","Standard","Private","Formal","School","0526aff1-3e31-449f-9567-05985635cc55","u_fc_poi_school.2109",,,"POINT (10.0587917 7.7234267)"
"CR","GRID","Cross River University Of Technology Crutech","CRSANA08","Tertiary","University","Public","Formal","School","0538fad0-bfac-4a50-a1fc-acafd3ac72db","u_fc_poi_school.2139",,,"POINT (8.330335 4.9314217)"
"OG","eHA Polio","Social Development Institute","OGSIKE05","Tertiary","Adult Education","Public","Formal","School","059bfe11-0383-48f1-98a9-70cc6a2bcb40","u_fc_poi_school.2288",,,"POINT (3.6758067 6.91143)"
"EK","GRID","Holy Vessel International Group Of Schools","EKSIEN07","Tertiary","Standard","Private","Formal","School","0628e5ee-94d0-4639-8f22-b6e2751f92df","u_fc_poi_school.2519","8","15","POINT (5.356385 7.4887833)"
"ED","OSGOF","University Of Benin Gate","EDSUSL10","Tertiary","University","Public","Formal","School","06640f60-d361-433c-8592-620789a73b4c","u_fc_poi_school.2628",,,"POINT (5.60903 6.39977)"
"IM","GRID","Imo State University Imsu","IMSABB17","Tertiary","University","Public","Formal","School","067b49e3-28a1-41ea-a218-525036355ba0","u_fc_poi_school.2661",,,"POINT (7.2669283 5.3514967)"
"EB","GRID","Lenans Adult Education","EBSUGB10","Tertiary","Adult Education","Public","Formal","School","073136d6-e671-485c-bc99-3585d3409bdb","u_fc_poi_school.2950",,,"POINT (8.0974833 6.34046)"
"EK","GRID","Precious And Prestige Wisdom Convenant Academy","EKSADO13","Tertiary","Standard","Private","Formal","School","0731b7e7-f522-4abe-834d-d97616593bb3","u_fc_poi_school.2952",,,"POINT (5.2201733 7.5779867)"
"GO","OSGOF","Jibins Maltau Sunnah Jauro Abare","GMSGME11","Tertiary","Adult Education","Public","Formal","School","07da9ac9-454a-437e-9597-9e4adb0f752f","u_fc_poi_school.3183",,,"POINT (11.16942 10.30396)"
"OG","OSGOF","Crawford University","OGSADO12","Tertiary","University","Public","Formal","School","082dd6fc-9991-45dc-a1fc-3db7c546cdb0","u_fc_poi_school.3318",,,"POINT (3.07565 6.59655)"
"FC","NMIS","Literacy By Radio","FCTBWR01","Tertiary","Adult Education","Public","Formal","School","084a3971-b4cd-49cb-84b3-41edf494673f","u_fc_poi_school.3364",,,"POINT (7.417348 9.294425)"
"AB","GRID","Triumphant Leadership Institute Of Journalism","ABSHAF12","Tertiary","Standard","Faith Based","Formal","School","085f7be0-71e7-4d6c-af4d-1e0de27b5fa9","u_fc_poi_school.3402",,,"POINT (7.7602467 5.7707617)"
"DE","OSGOF","Federal University Of Petroleum Resources Effurun","DTSEFR01","Tertiary","University","Public","Formal","School","08886aef-dfdd-418c-9cc9-20942ea2a653","u_fc_poi_school.3460",,,"POINT (5.79591 5.57447)"
"GO","GRID","Aljambawi Academy Gombe","GMSGME11","Tertiary","Standard","Public","Formal","School","08b95d84-f131-4d3b-8902-097dae9aa45a","u_fc_poi_school.3520",,,"POINT (11.1775183 10.2985317)"
"NA","OSGOF","Bingham University","NASKRV01","Tertiary","University","Public","Formal","School","08c916b7-9e8d-442b-abbd-cce3a2af5f86","u_fc_poi_school.3546",,,"POINT (7.69017 8.95492)"
"IM","NMIS","Mbutu Vocational Institute of Commerce","IMSABB04","Tertiary","Adult Education","Private","Formal","School","09a24766-e198-4bac-a080-011d88a68dff","u_fc_poi_school.3899",,,"POINT (7.240472 5.419716)"
"AD","OSGOF","Nigerian Law School Yola","ADSYLA06","Tertiary","Adult Education","Public","Formal","School","0ac34330-ccd0-4df4-87a8-ee8ea8b859f0","u_fc_poi_school.4367",,,"POINT (12.50348 9.19926)"
"GO","GRID","Nurulhuda International Academy Gombe","GMSGME07","Tertiary","Standard","Public","Formal","School","0b474009-a142-4763-aa63-7b99b5d58637","u_fc_poi_school.4575",,,"POINT (11.1456233 10.28293)"
"GO","GRID","Iqra Integrated School Gombe","GMSAKK02","Tertiary","Standard","Private","Formal","School","0b7eae66-9136-494d-96c8-a36592d87b4b","u_fc_poi_school.4659",,,"POINT (11.18332 10.2569967)"
"SO","NMIS","Darul Hadith","61709","Tertiary","Adult Education","Public","Integrated","School","0bab46e5-0c4a-43f0-8165-ae492c2c93d2","u_fc_poi_school.4728",,,"POINT (5.236117 13.0481905)"
"ED","GRID","Mudiame University","EDSRRU07","Tertiary","University","Private","Formal","School","0c2b04b9-b49d-45eb-a45a-7ae22ac067c6","u_fc_poi_school.4931",,,"POINT (6.21321 6.72862)"
"EN","GRID","Institute Of Management And Technology","ENSENU10","Tertiary","Adult Education","Public","Formal","School","0c56cb47-59af-4687-b284-a5e5818b63af","u_fc_poi_school.5005",,,"POINT (7.5118117 6.4358033)"
"DE","NMIS","Matmo Technical Vocational College","DTSSLK08","Tertiary","Standard","Private","Formal","School","0c57fdfa-0290-4170-8008-75a8f217414a","u_fc_poi_school.5010",,,"POINT (6.56449 6.383765)"
"EK","GRID","Excellent International Academy School Ikoleekiti","EKSIKE11","Tertiary","Standard","Private","Formal","School","0c86414c-c69c-429c-9791-918c58654765","u_fc_poi_school.5073","12",,"POINT (5.5321268 7.8027903)"
"SO","NMIS","Madarasatul TaAyidil Islam Badon Barade","62102","Tertiary","Adult Education","Private","Integrated","School","0cc461b6-94e7-4247-9475-5314e2600c21","u_fc_poi_school.5181",,,"POINT (5.1984644 12.994042)"
"NI","OSGOF","College Of Art And Islamic Studies Ibb University Staff Quarters","NISLAP01","Tertiary","Adult Education","Public","Formal","School","0d2424bd-7f13-4a4f-b956-6da4a8ae6331","u_fc_poi_school.5328",,,"POINT (6.58295 9.06303)"
"NA","NMIS","Vocational and Relevant Technical Nasarawa Centre","NASNSW08","Tertiary","Adult Education","Public","Formal","School","0d4a3fdc-680a-45ae-8696-06fece8f1f32","u_fc_poi_school.5390",,,"POINT (7.719735 8.540972)"
"TA","GRID","Federal University Wukari","TRSWKR05","Tertiary","University","Public","Formal","School","0da973e6-4c74-41a8-a4de-2c08f076ff71","u_fc_poi_school.5529",,,"POINT (9.7765988 7.8439402)"
"EK","GRID","Dominant International School","EKSADO13","Tertiary","Standard","Private","Formal","School","0ddb8f73-8db3-48e1-b570-0af8f2fc4160","u_fc_poi_school.5628",,,"POINT (5.2092967 7.5950033)"
"SO","NMIS","Muzuru Islamia School","62307","Tertiary","Adult Education","Private","Religious","School","0e75e688-f749-48d7-b465-1f12fc4424ce","u_fc_poi_school.5881",,,"POINT (5.0786048 12.7485888)"
"TA","GRID","Imam Abubakar Center For Arabic And Islamic Studies","TRSLAU07","Tertiary","Standard","Private","Formal","School","0e826562-d670-4d4a-9c3e-75e095967617","u_fc_poi_school.5915",,,"POINT (11.4038885 9.2400487)"
"CR","GRID","Odagiabo Polytechnic Okuku","CRSCKK03","Tertiary","Standard","Private","Formal","School","0eeaf149-89f8-4130-a52c-81b749c3a6fe","u_fc_poi_school.6060",,,"POINT (8.7825333 6.7274483)"
"EK","GRID","Prince And Princess Group Of Schools","EKSIKR09","Tertiary","Standard","Private","Formal","School","0f27b288-0b92-4bdc-8cda-6a9aa7008725","u_fc_poi_school.6161",,,"POINT (5.2275167 7.4631167)"
"AB","GRID","Diamond College Of Education","ABSSSM04","Tertiary","Standard","Private","Formal","School","0f368483-4a53-4fe1-8461-98491ddbf5ff","u_fc_poi_school.6191","10","20","POINT (7.3577983 5.149805)"
"KO","NMIS","Home Economics Centre Egga Adde","KGSJMU06","Tertiary","Adult Education","Public","Formal","School","0f56d31d-3214-4c34-b6ea-b7f928e3bacc","u_fc_poi_school.6237",,,"POINT (5.87377 7.833374)"
"FC","NMIS","Government Science College Izom","FCTGWA04","Tertiary","Adult Education","Public","Formal","School","103adf05-f2ce-454c-8590-4fd91566858c","u_fc_poi_school.6578",,,"POINT (7.013968 9.240715)"
"EK","GRID","Shammah Group Of Schools","EKSADO02","Tertiary","Standard","Private","Formal","School","1063c304-b987-4886-b04b-bb101d2c89c3","u_fc_poi_school.6650",,,"POINT (5.2100667 7.6498733)"
"TA","GRID","Kakulu Theological Seminary Zing","TRSTZG07","Tertiary","Standard","Private","Formal","School","106abe95-076c-4741-9f19-cfeb3acbc8e4","u_fc_poi_school.6661","10","80","POINT (11.71435 8.9773733)"
"GO","GRID","Kaltungo Community Management School Of Technology","GMSKLT05","Tertiary","Standard","NGO Funded","Formal","School","10d06816-b771-4ced-a773-3141dd9da71d","u_fc_poi_school.6787",,,"POINT (11.341205 9.8214367)"
"TA","GRID","Missionary Bible College Mbamnga","TRSSDA07","Tertiary","Standard","Faith Based","Formal","School","10d48042-447e-4797-abe6-50e67e9849ef","u_fc_poi_school.6793",,,"POINT (11.200916 6.6178026)"
"GO","GRID","Standard Integrated School Gombe","GMSGME10","Tertiary","Standard","Private","Formal","School","10e7c117-2955-4993-85f0-88a68bce8932","u_fc_poi_school.6827",,,"POINT (11.1803517 10.2717533)"
"SO","NMIS","Kwanggel Quranic School","61503","Tertiary","Adult Education","Private","Religious","School","10fae337-5ec5-4ee5-9239-b2d6b0280af1","u_fc_poi_school.6853",,,"POINT (4.839283 12.9421138)"
"ZA","NMIS","Tarbitul Islamiya Kanwuri Faru","80903","Tertiary","Adult Education","Private","Religious","School","1186539a-b079-4a0b-94de-5a36b4830c6d","u_fc_poi_school.7073",,,"POINT (6.2854564 12.7532065)"
"TA","GRID","Best Academy","TRSGAS10","Tertiary","Standard","Private","Formal","School","123742c8-0855-40db-b052-31c4a452ed55","u_fc_poi_school.7365",,,"POINT (10.242275 8.489605)"
"CR","GRID","Federal School Of Psychiatric And Mental Health Nursing","CRSANA04","Tertiary","Standard","Public","Formal","School","128e14ad-f9ba-4dd6-a0ce-996b9a911b85","u_fc_poi_school.7504","20","89","POINT (8.3360131 4.9538333)"
"NI","NMIS","Madarasatu Islamiya Etsuzagi","NISKUG08","Tertiary","Adult Education","Private","Religious","School","1298c1f0-7448-4533-a41c-5a46d352c0b2","u_fc_poi_school.7524",,,"POINT (6.0016251 8.8735038)"
"SO","NMIS","Qur'anic Collage","62307","Tertiary","Adult Education","Private","Integrated","School","12a50be2-f9a8-40ad-a2f0-3fead1e8e33d","u_fc_poi_school.7542",,,"POINT (5.0572581 12.7322423)"
"GO","GRID","Miksaf Science Academic Foundation","GMSGME02","Tertiary","Standard","Public","Formal","School","12dc49a8-1a28-4486-ac8c-1ca5af955448","u_fc_poi_school.7635",,,"POINT (11.1859417 10.294725)"
"LA","GRID","Lagos State University","LASOJO05","Tertiary","University","Public","Formal","School","13c3f84e-bd97-4ff1-9aa4-6a01afe2c23f","u_fc_poi_school.8022",,,"POINT (3.2026 6.463842)"
"GO","GRID","Aqsat School Nigeria","GMSAKK02","Tertiary","Standard","Private","Formal","School","13e97aea-ff5b-42fe-b7db-ed019f177657","u_fc_poi_school.8083",,,"POINT (11.1766133 10.2555767)"
"EN","GRID","Mario Institute Of Hospitlity Management Uhunowerre","ENSBBG07","Tertiary","Adult Education","Faith Based","Formal","School","13f623c9-b2d2-4a37-a01c-4bd22182ce97","u_fc_poi_school.8108",,,"POINT (7.426385 6.9250367)"
"AK","OSGOF","Norman Cummings Nursing Ikot Akan","AKSKTD07","Tertiary","Adult Education","Public","Formal","School","1405338f-fdeb-4e8d-8b25-250e1f0886ff","u_fc_poi_school.8133",,,"POINT (7.90344 4.77108)"
"DE","Proxy Logistics","College of Education","DTSAGB04","Tertiary","Adult Education","State Government","Formal","School","151c6b26-2b5e-4255-a8a4-71a52e23abb1","u_fc_poi_school.8593",,,"POINT (6.180497 6.2551142)"
"EB","GRID","Brilliant Nursery and Adult School Edegbe Nsokkara","EBSNKE16","Tertiary","Adult Education","Private","Formal","School","15682bed-6b23-458e-82ac-51e4c99da2dd","u_fc_poi_school.8695","5","100","POINT (8.0508467 6.0991733)"
"KO","NMIS","Women Education Centre Iyara Ijumu","KGSJMU12","Tertiary","Adult Education","Public","Formal","School","160f3ebe-6eef-4b9f-8307-f16513210cee","u_fc_poi_school.8978",,,"POINT (5.976826 7.844849)"
"LA","GRID","Grace Polytechnic","LASSUE23","Tertiary","Standard","Private","Formal","School","161ef57a-8556-4cdf-83ec-531b81bd9f40","u_fc_poi_school.9016",,,"POINT (3.3553117 6.5013045)"
"AK","OSGOF","Akwa Ibom State University Ata Obio Akpa","AKSKTM10","Tertiary","University","Public","Formal","School","1671bbc6-79d9-4eca-b471-43894daeb77b","u_fc_poi_school.9161",,,"POINT (7.76175 4.9654)"
"OG","eHA Polio","Abraham Adesanya Polytechnic","OGSIUN04","Tertiary","Adult Education","Public","Formal","School","169c0630-0e58-46d2-8734-cffa761dc13d","u_fc_poi_school.9231",,,"POINT (4.0092712 7.0003271)"
"IM","NMIS","Handicraft Centre Oboama","IMSETU10","Tertiary","Adult Education","Public","Formal","School","16b75a07-d1aa-4781-bbe0-52faf8b5292f","u_fc_poi_school.9285",,,"POINT (7.275175 5.467079)"
"OG","eHA Polio","Tai Solarin University Of Education Omu Ijebu","OGSOGU04","Tertiary","University","Public","Formal","School","16c1bb4d-3b5b-413b-ba46-3b247933f375","u_fc_poi_school.9296",,,"POINT (3.8644081 6.7043577)"
"EN","OSGOF","College Of Education Eha Amufu","ENSKEM04","Tertiary","Standard","Public","Formal","School","16cd3206-6d8b-4d57-9e21-69c0deed98a4","u_fc_poi_school.9314",,,"POINT (7.760489 6.6693124)"
"EB","GRID","Pastoral Communication Centre","EBSUGB05","Tertiary","Adult Education","Faith Based","Formal","School","16f45c8e-8986-4f2e-aca7-c8d800c26fb9","u_fc_poi_school.9380",,,"POINT (8.0874967 6.3395317)"
"CR","GRID","Ogoja Polytechnic","CRSGGJ04","Tertiary","Standard","Private","Formal","School","1712ac1b-9bbf-43e7-9ea0-4a68d625ac20","u_fc_poi_school.9426",,,"POINT (8.7904933 6.65289)"
"OG","NMIS","The Football College Orile Imo","OGSOBE02","Tertiary","Adult Education","Private","Formal","School","17247aa0-ca0a-474c-b293-c10a5b9a5088","u_fc_poi_school.9464",,,"POINT (3.5621123 6.9213144)"
"AB","GRID","Abia State College Of Health Sciences And Management TechnologyAba","ABSABA02","Tertiary","Standard","Public","Formal","School","174669a7-30ed-4f82-83df-f95acfe3052e","u_fc_poi_school.9525",,,"POINT (7.3713096 5.102843)"
"OG","eHA Polio","College Of Agricultural Sciences Olabisi Onabanjo University","OGSYEN01","Tertiary","University","Public","Formal","School","17625b08-19af-423b-b41b-211380eb8006","u_fc_poi_school.9560",,,"POINT (3.0615783 7.240205)"
"AN","OSGOF","University Of Health Sciences Okofia Otolo Nnewi","ANSUKP17","Tertiary","University","Public","Formal","School","17715d67-7f90-44dc-8bcc-a09c52e51f01","u_fc_poi_school.9590",,,"POINT (6.9437698 5.9696465)"
"IM","GRID","Hezekiah University Ofeiyi Village Dikenafaya Junction","IMSDFB10","Tertiary","University","Private","Formal","School","17b04aa3-e57c-4517-87d5-395bb3b95c91","u_fc_poi_school.9716",,,"POINT (7.1400383 5.7616417)"
"OG","eHA Polio","Wecare College Of Health Technology","OGSIKE05","Tertiary","Adult Education","Private","Formal","School","17e03497-febe-453e-a283-af0d4c66eb72","u_fc_poi_school.9799",,,"POINT (3.6674467 6.8977217)"
"AB","GRID","Conquering Ground International Schools","ABSEZA06","Tertiary","Standard","Private","Formal","School","1848cf56-db51-4e9b-a92b-ee15a128c551","u_fc_poi_school.9954",,,"POINT (7.38443 5.1296983)"
"GO","GRID","Daktibe Primary School","GMSKLT02","Tertiary","Standard","Public","Formal","School","185ddf4d-b8d1-481e-b3fe-567c4736cbc0","u_fc_poi_school.9988",,,"POINT (11.4963217 9.8629117)"
"AK","NMIS","Adult Education Centre","AKSETN11","Tertiary","Adult Education","Public","Formal","School","18650dcb-9f76-42f5-8968-2fece2f83a36","u_fc_poi_school.10002",,,"POINT (7.816594 4.72683)"
"EK","GRID","Love Of God Schools","EKSADO09","Tertiary","Standard","Private","Formal","School","18aa0625-4d52-49e2-905a-28f28c21b615","u_fc_poi_school.10114",,,"POINT (5.2639033 7.665775)"
"TA","GRID","Babanwuryo Academy","TRSGAS06","Tertiary","Standard","Private","Formal","School","18af92b3-7486-4381-9496-d92b44ea5649","u_fc_poi_school.10124",,,"POINT (10.441329 8.3413646)"
"KO","NMIS","Home Economic Center","KGSLKJ08","Tertiary","Adult Education","Public","Formal","School","18ca2db6-52cb-4973-b238-edfa188d03ab","u_fc_poi_school.10184",,,"POINT (6.741847 7.817396)"
"GO","GRID","Federal University Kashere","GMSAKK04","Tertiary","University","Public","Formal","School","1998d7e9-4eff-4e47-b091-02927097161a","u_fc_poi_school.10531",,,"POINT (11.0090717 9.9115017)"
"OG","eHA Polio","Chrisland University","OGSOBE04","Tertiary","University","Private","Formal","School","19a73388-0019-49db-9f0b-d78ae6a42550","u_fc_poi_school.10551",,,"POINT (3.3966833 7.140845)"
"OY","NMIS","Senator Abiola Ajimobi Vocational Centre","OYSISW09","Tertiary","Adult Education","Private","Formal","School","1a6268b6-fe90-4b23-a153-a3beb4a64c03","u_fc_poi_school.10862",,,"POINT (3.882348 7.371099)"
"KD","NMIS","Batc Mararaban Kajuru","KD1207","Tertiary","Adult Education","Public","Formal","School","1ab52e37-6890-4086-9b65-b5b8da08e462","u_fc_poi_school.10985",,,"POINT (7.7095476 10.336671)"
"EK","GRID","Gods Mercy International School","EKSGBN05","Tertiary","Standard","Private","Formal","School","1ada6815-1417-45df-8515-b21db1146dcf","u_fc_poi_school.11037","7","23","POINT (5.3859633 7.6267383)"
"GO","GRID","College Of Science And Technology Kaltungo","GMSKLT05","Tertiary","Standard","Public","Formal","School","1b68855f-3089-43be-901d-c53c4b423c3d","u_fc_poi_school.11288",,,"POINT (11.320325 9.8286283)"
"ZA","OSGOF","Zamfara College Of Education Maru","81008","Tertiary","Adult Education","Public","Formal","School","1bb9b741-19c0-4fe2-824a-ae90e6e2ad3d","u_fc_poi_school.11426",,,"POINT (6.40754 12.32137)"
"EK","GRID","Victory Academy","EKSIJO05","Tertiary","Standard","Private","Formal","School","1c0b695a-9d48-4788-9334-59d40a0db9bf","u_fc_poi_school.11549","13","12","POINT (5.056795 7.810275)"
"EK","GRID","Glory International School","EKSEWT01","Tertiary","Standard","Private","Formal","School","1c433a1f-7f3a-4150-8d0e-5e1f9c6d249c","u_fc_poi_school.11638","25","300","POINT (5.0300833 7.7107817)"
"SO","NMIS","Islamiyya Rundi","61503","Tertiary","Adult Education","Private","Religious","School","1d1c2273-12e4-4014-9c6e-584bced68c55","u_fc_poi_school.11972",,,"POINT (4.8988685 12.9320778)"
"EK","GRID","Good Luck International College","EKSADO06","Tertiary","Standard","Private","Formal","School","1d279f5d-9b93-4f54-bcb3-dd7650f2b521","u_fc_poi_school.11990","10","70","POINT (5.1958517 7.6096333)"
"AB","OSGOF","Micheal Okpara University Umudike","ABSKWU10","Tertiary","University","Public","Formal","School","1dbefe4e-94a1-4f95-928a-631273ac355d","u_fc_poi_school.12222",,,"POINT (7.54311 5.48018)"
"IM","GRID","Niger Delta Skill Acquisition Center","IMSEBM04","Tertiary","Standard","Public","Formal","School","1dca8a98-3cf9-4906-8e26-9b2e07bffb0d","u_fc_poi_school.12236",,,"POINT (6.7688017 5.5975033)"
"OG","eHA Polio","Institute For Vocational And Innovative Enterprise","OGSYEN03","Tertiary","Adult Education","Private","Formal","School","1e1922aa-fd18-4e0f-9e9e-0faaf948b070","u_fc_poi_school.12355",,,"POINT (2.8680517 6.8968583)"
"GO","OSGOF","Jauro Malam School","GMSYDB02","Tertiary","Adult Education","Public","Formal","School","1ed4728a-e2fa-496a-bd2f-48c22410ebd9","u_fc_poi_school.12678",,,"POINT (11.44569 10.45754)"
"SO","NMIS","Hidayatuddullabi Primary School","62108","Tertiary","Adult Education","Public","Integrated","School","1f2d2ef3-cf51-490b-94c6-090667de4d47","u_fc_poi_school.12825",,,"POINT (5.1878677 13.0704231)"
"GO","GRID","Zambuk Nursury Early Child Development School","GMSYDB11","Tertiary","Standard","Public","Formal","School","1f3d604d-78eb-4378-a6f4-0d40109d234f","u_fc_poi_school.12847",,,"POINT (11.35801 10.3197333)"
"EK","GRID","Emmanuel Academy","EKSIPN07","Tertiary","Standard","Private","Formal","School","1f55980a-08cb-46cb-81f3-51ee33dc0c97","u_fc_poi_school.12879",,,"POINT (5.1248167 7.6608017)"
"EK","GRID","Glorious Generation Group Of School","EKSIJO08","Tertiary","Standard","Private","Formal","School","1f599bec-d1e3-423a-baae-90228583f498","u_fc_poi_school.12884","5","75","POINT (5.108055 7.8997883)"
"EK","GRID","Godswill Group Of School Ekute Quarters Ado Ekiti","EKSADO03","Tertiary","Standard","Private","Formal","School","2046f4ff-56a7-466c-ac8d-7189fdcdd1c9","u_fc_poi_school.13284",,,"POINT (5.2133617 7.6047967)"
"GO","GRID","Royal Model Academy Gombe","GMSGME02","Tertiary","Standard","Public","Formal","School","21731a6f-e090-4311-8a3d-3eff37b4d5d8","u_fc_poi_school.13751",,,"POINT (11.1892317 10.2792917)"
"LA","GRID","Tombey Foundational School","LASKSE08","Tertiary","Standard","Private","Formal","School","21caf3e7-0360-41c9-a483-661851a1348c","u_fc_poi_school.13882",,,"POINT (3.38897 6.59237)"
"EK","GRID","Good News International School","EKSIJO07","Tertiary","Standard","Private","Formal","School","21ce4f8d-1816-49f7-8d89-1726873e1d35","u_fc_poi_school.13890","20","150","POINT (5.0368233 7.8304917)"
"EB","NMIS","Government Technical College Abakaliki","EBSUGB10","Tertiary","Adult Education","Public","Formal","School","21d28107-adcd-4e23-bf22-e5cb9c38355e","u_fc_poi_school.13899",,,"POINT (8.102202 6.329337)"
"AK","NMIS","Government Technical College Ewet uyo","AKSDYY01","Tertiary","Adult Education","Public","Formal","School","221390fc-8d13-4312-ae6d-46b372c4da62","u_fc_poi_school.14005",,,"POINT (7.940694 5.027911)"
"NI","OSGOF","Delivery Academy Limawa B Gra","NISMNA08","Tertiary","Adult Education","Private","Informal","School","221dda31-dbbb-4ef3-a598-1e6a84844f70","u_fc_poi_school.14025",,,"POINT (6.5446 9.63869)"
"AK","OSGOF","School Of Pyschiatry Nursing Atibe","AKSKET07","Tertiary","Adult Education","Public","Formal","School","2288cae1-22eb-49dd-9235-b7b2d89ccdbb","u_fc_poi_school.14176",,,"POINT (7.9221147 4.6350376)"
"SO","NMIS","Islamic Education Trust","62101","Tertiary","Adult Education","Private","Integrated","School","2289d311-8fb4-427d-97de-9df7a1da4ef1","u_fc_poi_school.14177",,,"POINT (5.2195002 13.025616)"
"SO","NMIS","Sokoto Institute For Islamic Studies","61707","Tertiary","Adult Education","Private","Integrated","School","228e58da-48dd-4ed2-bf1e-daf5babb411c","u_fc_poi_school.14193",,,"POINT (5.2355448 13.0563141)"
"SO","NMIS","Failatu Islamia School","62307","Tertiary","Adult Education","Private","Religious","School","22c83e99-cfe3-4505-8b8a-85bcf7fdd2f6","u_fc_poi_school.14283",,,"POINT (5.0496063 12.7344997)"
"EB","GRID","School Of Health Onuenyim","EBSBKL09","Tertiary","Adult Education","Public","Formal","School","23375f0b-3e7c-403c-b361-858391780601","u_fc_poi_school.14483",,,"POINT (8.2401033 6.73198)"
"GO","GRID","Pen Resource Academy Gombe","GMSGME01","Tertiary","Standard","Public","Formal","School","236a9958-31d5-4c46-834a-233069442d44","u_fc_poi_school.14571",,,"POINT (11.13867 10.2822433)"
"AD","NMIS","Albaitul Mukarram Islamic Education Centre Hong","ADSHNG11","Tertiary","Adult Education","Private","Integrated","School","23bfb16b-7af5-4e4c-8628-71515a951187","u_fc_poi_school.14730",,,"POINT (12.919854 10.231045)"
"LA","GRID","Christ Gospel Inter College Of Theology","LASIOE07","Tertiary","Standard","Faith Based","Formal","School","23c7076b-9cfc-43f6-a6b6-06d95b6eab69","u_fc_poi_school.14743",,,"POINT (3.29653 6.67398)"
"TA","GRID","Taraba State University","TRSARD05","Tertiary","University","Public","Formal","School","243b2626-fe71-4c41-bfce-8a77b6de26d0","u_fc_poi_school.14951",,,"POINT (11.3142684 8.9033956)"
"LA","GRID","Yaba College Of Technology Epe Campus Odoragushin","LASEPE15","Tertiary","Standard","Public","Formal","School","24820431-658b-4afc-ba1e-71861357423a","u_fc_poi_school.15047",,,"POINT (3.9858078 6.6619807)"
"GO","GRID","Integrity International Academy 1","GMSAKK02","Tertiary","Standard","Public","Formal","School","25c97716-94d8-412a-a2d9-c007e21a646d","u_fc_poi_school.15597",,,"POINT (11.1007967 10.29557)"
"TA","GRID","Taraba State Polytechnic Suntai Cst Jalingo Campus","TRSJAL03","Tertiary","Tertiary","Public","Formal","School","25d7bf69-9db3-4806-8d87-380c3afb103a","u_fc_poi_school.15622",,,"POINT (11.3281023 8.9311072)"
"EK","GRID","Al Ameen Academy","EKSIKR03","Tertiary","Standard","Private","Formal","School","25d83e65-477a-4d6b-be67-489190c5e325","u_fc_poi_school.15625",,,"POINT (5.245335 7.498995)"
