"state_code","source","name","ward_code","category","subtype","management","education","poi_type","global_id","id","no_of_teachers","no_of_students","Geometry"
"KT","NMIS","Malan Mannir Fura Girke Islamiyya","40309","Primary","Primary","Public","Religious","School","002fecb7-a821-486c-84bd-2cfa732d1d99","u_fc_poi_school.70",,,"POINT (7.2507302 12.8702085)"
"KN","NMIS","Markazu Waja Islamiyya","KN1808","Primary","Primary","Public","Religious","School","00343ae9-dbd0-4802-8aad-81e015f601fe","u_fc_poi_school.75",,,"POINT (8.494515 12.01396)"
"KN","NMIS","Nurul Quran Mbs Islamiyya School","KN0502","Primary","Standard","Public","Religious","School","004c2cae-4fb3-41b6-9eb8-60db1dfeee8f","u_fc_poi_school.104",,,"POINT (8.234778 12.23027)"
"KN","NMIS","Kajure Islamiyya","KN3915","Primary","Primary","Public","Religious","School","00b0c899-3d96-4b4f-838e-a365482faa3e","u_fc_poi_school.278",,,"POINT (8.373547 12.022)"
"KT","OSGOF","Islamiya School Lomin Yamma","41809","Other","Standard","Faith Based","Religious","School","00b2e8ca-aba6-451e-b0bf-881ebaa3e8e9","u_fc_poi_school.282",,,"POINT (7.67329 13.05852)"
"SO","NMIS","Madarasatu Nurul Huda Islamiyya","62101","Primary","Primary","Public","Religious","School","00c615a9-56ec-43d2-8fbb-da5f2765e3aa","u_fc_poi_school.315",,,"POINT (5.2292079 13.0138207)"
"KN","NMIS","Mundibo Islamiyya","KN2202","Primary","Primary","Public","Religious","School","00f83121-af85-4e10-890e-d64ebeb2c3a2","u_fc_poi_school.394",,,"POINT (8.118794 11.77335)"
"KN","NMIS","Madarasatul Kiraatul Quran Chiranchi","KN1604","Primary","Primary","Public","Religious","School","01070c9c-09d0-42bd-a60e-5d5e39d81b00","u_fc_poi_school.418",,,"POINT (8.997161 11.86544)"
"KN","NMIS","Koran Maje Islamiyya","KN2008","Primary","Primary","Public","Religious","School","0142c80e-96e3-45c3-849e-956bfc68f0f9","u_fc_poi_school.518",,,"POINT (8.187335 11.83338)"
"KN","NMIS","Sautul Kuan Islamiyya","KN3106","Primary","Primary","Public","Religious","School","016fd821-5829-48c5-82d7-7e77c0b9cb88","u_fc_poi_school.586",,,"POINT (8.583195 11.97773)"
"KN","NMIS","Imam Gurdo","KN0305","Other","Other","Private","Religious","School","017b8329-e48a-40dd-b52c-7d99256e52c9","u_fc_poi_school.607",,,"POINT (8.15777 12.14234)"
"KN","NMIS","Mallam Amadu Quranic School Rogo","KN3407","Primary","Primary","Public","Religious","School","0192a7fb-8441-4aba-97f9-911fe4978568","u_fc_poi_school.636",,,"POINT (7.823183 11.54607)"
"KN","NMIS","Rigar Yamma Islamiyya School","KN4312","Primary","Primary","Public","Religious","School","01c81cba-db84-4566-9cd2-47320396f76b","u_fc_poi_school.707",,,"POINT (8.689404 11.97794)"
"KD","OSGOF","Islamiyya School","KD2307","Other","Standard","Faith Based","Religious","School","01f5ae71-09f5-4557-8bdc-bc899838c714","u_fc_poi_school.784",,,"POINT (7.7091809 11.056242)"
"KN","NMIS","Waire Islamiyya School","KN0510","Primary","Primary","Public","Religious","School","021570c1-8365-4cdd-b7bb-0b3e20bfc7cb","u_fc_poi_school.831",,,"POINT (8.22067 12.34763)"
"PL","NMIS","Arabic Foundation Private School","PLSJJN19","Primary","Standard","Private","Religious","School","023466e5-d353-4ece-8149-d04b9704b61e","u_fc_poi_school.874",,,"POINT (8.86926 9.899453)"
"KT","OSGOF","Isamiyya Primary School","43304","Primary","Standard","Faith Based","Religious","School","02686dc3-9c23-4d71-8837-1d0c1cce2df4","u_fc_poi_school.955",,,"POINT (8.4244 12.87178)"
"KN","NMIS","Sani Shehu Maihula Islamiya School","KN0909","Primary","Primary","Public","Religious","School","02761a5c-ea8c-4195-bc2a-52afd2f8a768","u_fc_poi_school.969",,,"POINT (8.546678 11.85349)"
"JI","NMIS","Government Day Junior Arabic Secondary School Jikas","JI1108","Secondary","Junior","Public","Religious","School","02878835-fc99-4a17-8db6-124125b193a5","u_fc_poi_school.998",,,"POINT (9.8657036 11.3768959)"
"KN","NMIS","Government Girls Arabic Secondary School Tanawa","KN2701","Secondary","Standard","Public","Religious","School","0291f509-3705-49b4-8733-d21e2961eda3","u_fc_poi_school.1011",,,"POINT (8.422512 11.77555)"
"KT","OSGOF","Isilamiyya School 1","42307","Other","Standard","Faith Based","Religious","School","02993d15-f057-467f-b887-1b1578a8c6a7","u_fc_poi_school.1020",,,"POINT (7.9488067 12.4264932)"
"KN","NMIS","Zogarawa Islamiyya","KN0915","Primary","Primary","Public","Religious","School","02ab7ea1-6a7d-455e-b231-c0cd4703394e","u_fc_poi_school.1050",,,"POINT (8.679768 11.87983)"
"KT","NMIS","Nurul Huda Islamiya","40907","Primary","Primary","Public","Religious","School","02c94758-f4c0-40a4-9bb6-7821f4e7120c","u_fc_poi_school.1110",,,"POINT (7.2503481 12.1995575)"
"KN","NMIS","Kulafaurrashidin Islamiyya","KN4110","Primary","Primary","Public","Religious","School","02f0301d-bfc4-49ee-baaa-a514cbe15c47","u_fc_poi_school.1186",,,"POINT (8.400259 11.24642)"
"KN","NMIS","Madara Satul Qiraatul Quran","KN1101","Primary","Primary","Public","Religious","School","030bd05e-0cfb-4fc0-8c79-535d0d03877a","u_fc_poi_school.1229",,,"POINT (8.633482 10.70059)"
"KN","NMIS","Nurul Quran Islamiyya Jogana","KN1704","Primary","Standard","Public","Religious","School","032e68dd-0632-4983-a72c-d1f705c3cc69","u_fc_poi_school.1274",,,"POINT (8.696403 12.02148)"
"KT","NMIS","Makarantar Malam Idi Yar Ya","43008","Primary","Primary","Public","Religious","School","03403bd2-e5dc-41c7-9942-61eca1fdc65e","u_fc_poi_school.1298",,,"POINT (7.7100015 12.8512458)"
"KN","NMIS","Sani Mukaddas Islamiyya School","KN3503","Primary","Primary","Public","Religious","School","035173ad-16cc-4f49-8707-4085513b1abf","u_fc_poi_school.1321",,,"POINT (7.931091 12.18284)"
"ZA","OSGOF","Islamiya School Sabon Gari Guri Gidan Makera","81402","Other","Standard","Faith Based","Religious","School","03563823-6f45-492d-8c3f-5608d1d87e5f","u_fc_poi_school.1329",,,"POINT (6.48797 12.81203)"
"KT","NMIS","Makarantar Alaramma Garba","43001","Primary","Primary","Public","Religious","School","0391c7ae-c853-4c5a-933c-4edc9bfd2c2c","u_fc_poi_school.1422",,,"POINT (7.6565707 12.8728345)"
"KN","NMIS","Siyanatu Islamiyya","KN1605","Primary","Primary","Public","Religious","School","03a482b7-5712-4119-b8c5-83c841198a44","u_fc_poi_school.1454",,,"POINT (9.000907 11.85999)"
"KN","NMIS","Yartofa Islamiyya School","KN4308","Primary","Primary","Public","Religious","School","03ae833d-c365-4232-af6f-6e880685ef78","u_fc_poi_school.1472",,,"POINT (8.687602 11.92965)"
"KT","NMIS","Kauyen Dambo Islamiyya","42309","Primary","Primary","Public","Religious","School","03ae8d6d-3d0e-4d85-9cf1-c86a434dbd5a","u_fc_poi_school.1473",,,"POINT (7.9078662 12.3725993)"
"KN","NMIS","Tsakwa Islamiyya","KN2809","Primary","Primary","Public","Religious","School","03e4368e-198c-4f68-91d9-07e231489c69","u_fc_poi_school.1558",,,"POINT (8.412969 11.83081)"
"KN","NMIS","Government Girls Secondary Islamic School","KN0609","Secondary","Standard","Public","Religious","School","03ef74cf-0c1a-4fe4-b135-c647e1902378","u_fc_poi_school.1575",,,"POINT (8.702484 11.69834)"
"KN","NMIS","Tururu Islamiyya","KN3704","Primary","Primary","Public","Religious","School","03f619d7-0de1-4019-9e89-ec603b07eb1f","u_fc_poi_school.1585",,,"POINT (9.107747 11.41916)"
"KN","NMIS","Yandadi Islamiyya School","KN4311","Primary","Primary","Public","Religious","School","03f61b8a-76eb-4e11-b35d-fb5e438ebe86","u_fc_poi_school.1586",,,"POINT (8.67296 11.95765)"
"KN","NMIS","Ishaq Quranic School","KN2511","Primary","Primary","Public","Religious","School","04162dbd-f998-4bbd-a1e6-01331de1a1c7","u_fc_poi_school.1651",,,"POINT (8.454683 11.89545)"
"KN","NMIS","Toka Islamiyya","KN2802","Primary","Primary","Public","Religious","School","0419b92e-f037-444b-8b07-dde336a12ead","u_fc_poi_school.1662",,,"POINT (8.267201 11.79046)"
"KN","NMIS","Malamawa Islamiyya","KN1610","Primary","Primary","Public","Religious","School","04822f12-467c-4a2d-b031-828bbf61597c","u_fc_poi_school.1822",,,"POINT (8.907964 11.77893)"
"SO","NMIS","Karfen Sarki Quranic Primary School","60607","Primary","Primary","Private","Religious","School","04a3337f-2333-443a-8321-d9460810536a","u_fc_poi_school.1876",,,"POINT (4.5198606 13.2755937)"
"ZA","OSGOF","Islamiya School Unguwar Madawaki","81305","Other","Standard","Faith Based","Religious","School","04aad4e5-8884-4caf-bb1f-274fed53e1af","u_fc_poi_school.1891",,,"POINT (6.82582 11.84559)"
"KN","NMIS","TaAzimul Islamiyya Chakwaya","KN3201","Primary","Primary","Public","Religious","School","04cc3481-43cc-41a8-b61d-2386eb95ba32","u_fc_poi_school.1955",,,"POINT (8.581635 11.54417)"
"KN","NMIS","Nurul Huda Islamiyya","KN1610","Primary","Primary","Public","Religious","School","04d46371-8de1-455c-8989-7f57a252a8f8","u_fc_poi_school.1964",,,"POINT (8.920519 11.81911)"
"KN","NMIS","U Gyartai Islamiyal","KN2601","Primary","Primary","Public","Religious","School","04d4ff4d-ee88-4a44-a7f4-2b26aed65956","u_fc_poi_school.1965",,,"POINT (8.167335 12.44058)"
"KN","NMIS","Karaye Tahfizul Quran","KN2205","Primary","Primary","Public","Religious","School","04edcaf9-ab7c-4370-8c9f-7650007ac223","u_fc_poi_school.2005",,,"POINT (8.012044 11.78434)"
"NI","OSGOF","Snr Islamic Secondary School Katcha 1","NISKHA08","Other","Standard","Faith Based","Religious","School","0507f64c-c1cf-4342-ac73-e97c64671dd9","u_fc_poi_school.2066",,,"POINT (6.30755 8.77211)"
"KN","NMIS","Nurul Huda Islamiyya Kankan","KN1709","Primary","Primary","Public","Religious","School","0535dd44-23da-415d-85b6-733b6c77ad38","u_fc_poi_school.2133",,,"POINT (8.788821 12.02175)"
"KN","NMIS","Madinatul Ahbab Wattalamiz Islamiyya","KN3804","Primary","Primary","Public","Religious","School","0541727c-4854-46d3-b47a-8223bd8320d8","u_fc_poi_school.2153",,,"POINT (8.542648 11.97261)"
"SO","NMIS","Ihyaul Sunnah Islamiyya School","62202","Primary","Primary","Public","Religious","School","05580ff6-a7ac-4971-a713-36e39e0f10fa","u_fc_poi_school.2193",,,"POINT (5.3312076 13.1280115)"
"SO","NMIS","Mallam Isa Islamiyya","61910","Primary","Primary","Public","Religious","School","05dc5736-f2f0-430b-8e04-ac2652824227","u_fc_poi_school.2384",,,"POINT (4.9355828 13.3683938)"
"KN","NMIS","Kwandawa Islamiyya Primary","KN4008","Primary","Primary","Public","Religious","School","05fe20c7-21a9-4ddd-88a3-f02bb4d98793","u_fc_poi_school.2445",,,"POINT (7.950202 12.30806)"
"KN","NMIS","Ya Musa Quran And Islamiyya","KN3509","Primary","Standard","Public","Religious","School","060d866f-ff05-41e5-9e92-32499aa6ecb1","u_fc_poi_school.2471",,,"POINT (7.990714 12.05094)"
"KN","NMIS","Government Girls Junior Arabic Secondary School Dunbulum","KN4002","Secondary","Junior","Public","Religious","School","0613ecfa-a823-4f63-bbad-ead28ad0bfb3","u_fc_poi_school.2484",,,"POINT (8.01764 12.18655)"
"KN","NMIS","Ibadurrahman Islamiyya Primary School","KN3004","Primary","Primary","Public","Religious","School","0649fec4-c335-459f-9589-2e9fa6f695cf","u_fc_poi_school.2586",,,"POINT (8.533155 12.22414)"
"KN","NMIS","Dansadau Islamiya Primary School","KN0403","Primary","Standard","Public","Religious","School","0659645e-6ade-4f71-865e-b131a6aa3508","u_fc_poi_school.2606",,,"POINT (8.262754 11.66893)"
"EB","NMIS","Prebyterian Montessorris Nursery and Primary School","EBSUGB10","Primary","Standard","Private","Religious","School","067d181c-4d8e-4551-94a4-2b0a778a6c34","u_fc_poi_school.2663",,,"POINT (8.10356 6.331746)"
"FC","NMIS","Al Hilal Academy","FCTGWA05","Primary","Standard","Private","Religious","School","06b2aed0-744f-41c6-9079-022238d4bc70","u_fc_poi_school.2759",,,"POINT (7.2126853 9.1091198)"
"KN","NMIS","Salmande Islamiyya","KN3704","Primary","Primary","Public","Religious","School","06d3b7fc-c878-4a86-9869-d06397d41216","u_fc_poi_school.2803",,,"POINT (9.163492 11.47944)"
"KT","NMIS","Madarasatul Nurul Islam Falale","40907","Primary","Primary","Public","Religious","School","06dd777c-d609-49d9-919c-2c4658e1c5e3","u_fc_poi_school.2822",,,"POINT (7.2597323 12.1918686)"
"KN","NMIS","Shambara Islamiyya School","KN0201","Primary","Primary","Public","Religious","School","06ffcd93-580f-44ea-b620-738217c02eea","u_fc_poi_school.2874",,,"POINT (9.137343 11.6558)"
"KN","NMIS","Sawaika Islamiyya","KN2702","Primary","Primary","Public","Religious","School","07049fb3-953e-4ead-b5b6-48d5cb11797c","u_fc_poi_school.2880",,,"POINT (8.524904 11.78189)"
"KT","NMIS","Makarantar Malam Basiru","43001","Primary","Primary","Public","Religious","School","070ec011-8eb1-4b92-828b-daf96196fca8","u_fc_poi_school.2897",,,"POINT (7.6608586 12.8691736)"
"KN","NMIS","Quran Model","KN2707","Primary","Primary","Public","Religious","School","071342d2-eb4e-4a29-a32c-f7be3ebd8b86","u_fc_poi_school.2905",,,"POINT (8.424257 11.76766)"
"KN","NMIS","Irshadul Adafal Islamiyya","KN0108","Primary","Primary","Public","Religious","School","0717330e-8731-43ce-8036-5b11b2807c1b","u_fc_poi_school.2911",,,"POINT (9.078502 11.94841)"
"KN","NMIS","Madarasatul Tahzibul Aulad Islamiyya","KN0910","Primary","Primary","Public","Religious","School","07322e1d-f7b2-4c92-9e02-da808739477b","u_fc_poi_school.2956",,,"POINT (8.612889 11.80941)"
"KN","NMIS","Khajijatul Kubra Islamiyya","KN0903","Primary","Primary","Public","Religious","School","075b4d2e-f8f8-4e0a-b97e-574acd731d43","u_fc_poi_school.3012",,,"POINT (8.597724 11.83991)"
"SO","NMIS","Makarantar Mallam Dan Aja","60406","Primary","Pre Primary","Private","Religious","School","07617116-6820-4f2f-9e2e-0dc60869f52c","u_fc_poi_school.3022",,,"POINT (5.4916674 13.7664539)"
"KN","NMIS","Baujawa Islamiyya School","KN4005","Primary","Primary","Public","Religious","School","076496f7-de99-45c5-8f67-2e645729cc1d","u_fc_poi_school.3026",,,"POINT (8.054365 12.41277)"
"ZA","OSGOF","Madarasatul Islamiya Alawa","81408","Other","Standard","Faith Based","Religious","School","077cf083-30b4-4c5d-933f-bdd77b9b1935","u_fc_poi_school.3065",,,"POINT (6.51644 12.86524)"
"PL","NMIS","Madarasatul Nurul Islam","PLSJJN19","Primary","Primary","Private","Religious","School","08067ddc-54ee-40ab-90a8-33924ac78a91","u_fc_poi_school.3254",,,"POINT (8.870623 9.900031)"
"KN","NMIS","Mallam Lawan Quranic School","KN0306","Primary","Primary","Public","Religious","School","080acacb-e05e-46db-956f-310f2c5ae07e","u_fc_poi_school.3263",,,"POINT (8.22263 12.0336)"
"KN","NMIS","Nana Aisha Islamiyya","KN1808","Primary","Primary","Public","Religious","School","0839d086-db37-4b49-87c9-74cfd1317ba2","u_fc_poi_school.3336",,,"POINT (8.474086 11.99494)"
"KT","NMIS","Damari Islamiya School","42309","Primary","Primary","Public","Religious","School","084c3ee4-52c0-416d-80c7-80c536d000dc","u_fc_poi_school.3368",,,"POINT (7.9405349 12.3954516)"
"KT","NMIS","Makarantar Alhaji Ibrahim Kayi","43001","Primary","Primary","Public","Religious","School","08583831-00f6-4f4a-b462-321b3f4982f6","u_fc_poi_school.3392",,,"POINT (7.6613924 12.8766009)"
"KN","NMIS","Isah Quran School","KN1604","Primary","Primary","Public","Religious","School","08615f71-adc3-4421-973e-dc57e3fcf228","u_fc_poi_school.3405",,,"POINT (8.992675 11.86383)"
"JI","NMIS","Tagwaye Sabuwa Islamiyya","JI0807","Primary","Pre Primary","Private","Religious","School","086f6ac8-6bf4-41da-9bee-d64d85a008a1","u_fc_poi_school.3426",,,"POINT (9.0598421 12.4967546)"
"GO","OSGOF","Mad Nurul Islam School","GMSAKK02","Other","Standard","Faith Based","Religious","School","087b84a2-f6e0-4b8b-bea0-173d5b1cb3da","u_fc_poi_school.3442",,,"POINT (11.20478 10.26852)"
"AD","NMIS","Anwaru Islam","ADSNUM08","Primary","Standard","Private","Religious","School","08832a5c-5df4-44b3-9e44-be290dd2c246","u_fc_poi_school.3451",,,"POINT (12.029363 9.471026)"
"KN","NMIS","Kargon Kunchi Islamiyya","KN2603","Primary","Primary","Public","Religious","School","08b6c499-d15c-4e5c-abdb-1075ba09b0d9","u_fc_poi_school.3517",,,"POINT (8.31279 12.40145)"
"KN","NMIS","Taa Zeem Islamiyya Rinji","KN3203","Primary","Primary","Public","Religious","School","08e2ce53-9a9f-4f75-8310-1f20f0fbe37a","u_fc_poi_school.3592",,,"POINT (8.661377 11.62823)"
"KN","NMIS","Government Girls Arabic Secondary School S Kachako","KN3706","Secondary","Standard","Public","Religious","School","08f95a81-3173-4ae4-9f52-3365417eb153","u_fc_poi_school.3630",,,"POINT (9.257745 11.54182)"
"KN","NMIS","Imam Malik Islamiyya","KN3803","Primary","Primary","Public","Religious","School","08fed671-3590-45f5-adba-215e666faebb","u_fc_poi_school.3641",,,"POINT (8.557787 11.97066)"
"GO","OSGOF","Adullahi Islamic School","GMSNFD07","Other","Standard","Faith Based","Religious","School","090c075f-5690-45bf-88f0-b0528ddb0408","u_fc_poi_school.3659",,,"POINT (11.11206 11.16167)"
"KN","NMIS","Riyadul Quran Islamiyya","KN3803","Primary","Standard","Public","Religious","School","093a53ed-84f5-4a75-9521-fff2dd02ee5c","u_fc_poi_school.3731",,,"POINT (8.558983 11.97264)"
"ZA","OSGOF","Makarantar Liman Islamiya Jemawa","81407","Other","Standard","Faith Based","Religious","School","094b5827-d475-43af-8de4-49329636a01c","u_fc_poi_school.3764",,,"POINT (6.81665 12.91547)"
"SO","NMIS","Marjaa U Sunna School","61309","Primary","Pre Primary","Public","Religious","School","09615f91-2335-4e89-a5e4-9347ceefe81f","u_fc_poi_school.3798",,,"POINT (6.3570833 13.4688885)"
"KT","NMIS","Mawashi Islamic School","42308","Primary","Primary","Public","Religious","School","0971146d-6564-479c-a6de-aeb37420c531","u_fc_poi_school.3825",,,"POINT (8.0477049 12.5186429)"
"KN","NMIS","Kofar Fada Islamiyya","KN0909","Primary","Primary","Public","Religious","School","0973654d-c9e9-4f6a-b04d-390ba7c208ff","u_fc_poi_school.3828",,,"POINT (8.531544 11.8725)"
"KN","NMIS","Jaga Islamiyya","KN4010","Primary","Primary","Public","Religious","School","09759c6f-7ebd-4b02-8415-7e5ee68e911b","u_fc_poi_school.3832",,,"POINT (7.952604 12.22206)"
"KN","NMIS","Gwamma Agalawa Primary School","KN0607","Primary","Primary","Private","Religious","School","09933b8d-1f58-4b9c-9fea-e15d4c49605e","u_fc_poi_school.3878",,,"POINT (8.596905 11.70601)"
"KN","NMIS","Abdullahi Bin Abbas","KN2505","Primary","Primary","Public","Religious","School","09a07339-a506-4e82-b455-3034bcd7f5da","u_fc_poi_school.3897",,,"POINT (8.522218 11.95521)"
"KN","NMIS","Ummah Salama Islamiyya","KN3106","Primary","Primary","Public","Religious","School","09a6e539-5917-4e5a-89a4-75f743a94621","u_fc_poi_school.3910",,,"POINT (8.576208 11.97599)"
"KD","OSGOF","St Paul Anglican Primary School","KD0505","Primary","Primary","Faith Based","Religious","School","09cf4923-9a46-4ffc-b0b9-936a03b4529c","u_fc_poi_school.3983",,,"POINT (8.100929 11.3650983)"
"KT","NMIS","Islamiyya Buntusu","42403","Primary","Primary","Public","Religious","School","09f951a5-c13d-4915-ae83-8c6d1ade9dd2","u_fc_poi_school.4054",,,"POINT (8.1939302 13.129142)"
"KT","NMIS","Makarantar Malam Abdullahi Na Dada","42108","Primary","Primary","Public","Religious","School","0a2a38e2-872e-438b-a1ae-ce5225e9df72","u_fc_poi_school.4138",,,"POINT (7.6090522 12.9724223)"
"KT","OSGOF","Kata Kalo Islamiya School","40605","Other","Standard","Faith Based","Religious","School","0a8eea09-18b2-4241-9569-acffcf17f819","u_fc_poi_school.4288",,,"POINT (7.70593 12.63889)"
"KN","NMIS","Ihyudden Islamiyya Moda","KN1601","Primary","Primary","Public","Religious","School","0aad81d0-7688-4f86-a928-e3886cf40aca","u_fc_poi_school.4329",,,"POINT (9.006097 11.76399)"
"KN","NMIS","Kwankwaso Sara Babba Nurul Islamiyya School","KN2809","Primary","Primary","Public","Religious","School","0ac291d7-b6fa-4f30-8a1b-08ed629bb519","u_fc_poi_school.4363",,,"POINT (8.403871 11.87274)"
"KN","NMIS","Sabuwar Kasuwa Islamiyya","KN4103","Primary","Primary","Public","Religious","School","0b74f884-480e-4381-b24e-3010b996d283","u_fc_poi_school.4641",,,"POINT (8.674931 11.3941)"
"JI","NMIS","Madarasatul Tarbiyyatul","JI2403","Primary","Pre Primary","Private","Religious","School","0badbdb4-2076-48eb-8e57-3361bfda33fb","u_fc_poi_school.4735",,,"POINT (8.3220358 12.6458502)"
"KN","NMIS","Imamu Abubakar Tahafizul Quran Primary School","KN3007","Primary","Standard","Public","Religious","School","0bcd7bb3-7e0e-4458-bc94-1f149c904bc4","u_fc_poi_school.4782",,,"POINT (8.658911 12.17872)"
"KN","NMIS","Mukaddami Islamiyya School","KN3105","Primary","Primary","Public","Religious","School","0bd4ca16-4079-46e1-abff-46384aa5bdbc","u_fc_poi_school.4793",,,"POINT (8.54327 12.02672)"
"ZA","OSGOF","Makarantan Islamiya Bakin Zurmau","80904","Other","Standard","Faith Based","Religious","School","0be94b07-4e7a-4152-9303-8d1b4cea8636","u_fc_poi_school.4829",,,"POINT (6.47789 12.74585)"
"KT","NMIS","Islamiyya Sabarawa","42310","Primary","Primary","Public","Religious","School","0bfff290-486f-4c46-8971-df423ee2b4f1","u_fc_poi_school.4862",,,"POINT (7.8609934 12.34915)"
"JI","NMIS","Talimul Aulad Islamiyya","JI1005","Primary","Primary","Public","Religious","School","0c235f74-3801-48e9-aa99-73c9a8ab6fd2","u_fc_poi_school.4920",,,"POINT (10.4218683 12.7281332)"
"KN","NMIS","Muhd Tukur Sabo Islamiyya","KN0502","Primary","Primary","Public","Religious","School","0c512e87-006a-4ade-b3c7-7f7ebb42b35f","u_fc_poi_school.4993",,,"POINT (8.239633 12.23726)"
"BA","NMIS","Formwan Primary School","BA0803","Primary","Standard","Public","Religious","School","0c556d2c-83b3-479e-8d88-69fd997a86a5","u_fc_poi_school.5001",,,"POINT (9.7639433 10.688875)"
"KN","NMIS","Asahabul Kahfi","KN1803","Other","Other","Public","Religious","School","0c8fbdd3-2b96-4b60-aa50-78cf797ab43c","u_fc_poi_school.5092",,,"POINT (8.493773 11.96647)"
"SO","NMIS","Tauhidi Islamiyya School","61506","Primary","Primary","Private","Religious","School","0caf436c-87be-4b40-a166-eb6e7cc16c18","u_fc_poi_school.5144",,,"POINT (4.7433893 13.0075424)"
"KN","NMIS","Nurul Huda Islamiyya","KN0306","Primary","Primary","Public","Religious","School","0cb53608-432a-4bf4-a6a0-6fab11d4b0e4","u_fc_poi_school.5153",,,"POINT (8.248067 12.03987)"
"KD","NMIS","Favour International School","KD0912","Primary","Primary","Private","Religious","School","0cd959b0-7447-4610-9870-f8b562d8f1d4","u_fc_poi_school.5213",,,"POINT (7.418746 10.546561)"
"KN","NMIS","Madarasatul Quran","KN3108","Primary","Primary","Public","Religious","School","0d03bf67-7258-4e74-9d34-111a1c7b3424","u_fc_poi_school.5278",,,"POINT (8.550188 12.04611)"
"KD","NMIS","Islamic School Sakwai","KD0808","Primary","Primary","Private","Religious","School","0d0d4fb7-1a84-4659-bafa-b29728ba0e38","u_fc_poi_school.5294",,,"POINT (7.9622126 9.9369997)"
"SO","NMIS","Malam Mani Islamiyya","62302","Primary","Primary","Private","Religious","School","0d1110f6-feac-4cff-8557-9db79bd8d685","u_fc_poi_school.5301",,,"POINT (4.9683877 12.7064621)"
"KN","NMIS","Unguwar Natsohuwa Islamiyya","KN1109","Primary","Primary","Public","Religious","School","0d467b5c-aa8e-4935-a636-1e5ae345ddf8","u_fc_poi_school.5388",,,"POINT (8.574483 10.68644)"
"SO","NMIS","M K O S Magaji Islamiyya School","60705","Primary","Primary","Public","Religious","School","0d63dc7c-db30-4e3d-82d2-7fd2bf7f68e3","u_fc_poi_school.5432",,,"POINT (5.2319873 13.4933194)"
"NI","NMIS","Islamic Training School Gata Lile","NISENG07","Primary","Primary","Private","Religious","School","0d722142-8b6d-4f91-b484-2e4a74d7ada2","u_fc_poi_school.5453",,,"POINT (5.6312388 8.9818865)"
"KN","NMIS","Madarasatul Hadiyatul Quran","KN2301","Primary","Primary","Public","Religious","School","0d92cf96-3bc9-4cd9-8b68-e34c5bf0b62f","u_fc_poi_school.5500",,,"POINT (8.699557 11.59482)"
"SO","NMIS","Miwi Primary School","60706","Primary","Primary","Faith Based","Religious","School","0e1ae14b-6399-43e9-bd1a-d85262e68f82","u_fc_poi_school.5732",,,"POINT (5.2356836 13.3601386)"
"KT","OSGOF","Isilamiyya School Boko","42302","Other","Standard","Faith Based","Religious","School","0e3f7758-4f26-4d6d-ba6f-0a34ad51d9bc","u_fc_poi_school.5789",,,"POINT (7.9729 12.5066)"
"KN","NMIS","Minhajjuddin Islamiyya","KN3108","Primary","Primary","Public","Religious","School","0e5c3399-1131-45ff-82f8-7365e56815e8","u_fc_poi_school.5839",,,"POINT (8.544344 12.03504)"
"SO","NMIS","Muzuru Islamia School","62307","Tertiary","Adult Education","Private","Religious","School","0e75e688-f749-48d7-b465-1f12fc4424ce","u_fc_poi_school.5881",,,"POINT (5.0786048 12.7485888)"
"KN","NMIS","Ruhul Islam Islamiya","KN4405","Primary","Primary","Public","Religious","School","0e7bcfe2-c57a-4526-a20d-9e215f16f457","u_fc_poi_school.5899",,,"POINT (8.768996 11.75103)"
"KT","OSGOF","Islamiyya School Kasuwayel","43402","Other","Standard","Faith Based","Religious","School","0f8109b3-f45b-43dc-b418-184a258a78f4","u_fc_poi_school.6302",,,"POINT (8.50372 12.86208)"
"SO","NMIS","Makarantar Allo","62001","Primary","Pre Primary","Private","Religious","School","0ff220fe-cdf3-48af-8fba-b169e317717e","u_fc_poi_school.6477",,,"POINT (5.3354753 12.3512394)"
"KN","NMIS","Government Girls Junior Arabic Secondary School","KN0509","Secondary","Junior","Public","Religious","School","1017e362-94cf-41d9-aa63-9bc8a5b311f5","u_fc_poi_school.6518",,,"POINT (8.392315 12.2758)"
"KT","NMIS","Tashar Kadanya Islamiyya","40901","Primary","Pre Primary","Public","Religious","School","1036ce77-0c81-4fac-92b7-646634a224ce","u_fc_poi_school.6571",,,"POINT (7.4876466 12.1005613)"
"KN","NMIS","Sakwaya Islamiya","KN3702","Primary","Primary","Public","Religious","School","10641828-206b-4312-8a52-95c9b1e9a48e","u_fc_poi_school.6651",,,"POINT (9.17669 11.53133)"
"OY","NMIS","Ansaruddeen High School Liberty","OYSISW09","Secondary","Standard","Public","Religious","School","10692707-bfed-4682-b1db-d630828675f4","u_fc_poi_school.6659",,,"POINT (3.870192 7.366682)"
"SO","NMIS","Kwallatawa Nizzamiya","61101","Primary","Primary","Public","Religious","School","10b2fbe6-3f52-492e-b7d6-bae054ba87f2","u_fc_poi_school.6746",,,"POINT (5.2153371 13.2017566)"
"SO","NMIS","Kwanggel Quranic School","61503","Tertiary","Adult Education","Private","Religious","School","10fae337-5ec5-4ee5-9239-b2d6b0280af1","u_fc_poi_school.6853",,,"POINT (4.839283 12.9421138)"
