,id,state_code,source,name,ward_code,category,subtype,management,education,poi_type,no_of_teachers,no_of_students,global_id,geometry
578,u_fc_poi_school.69678,FC,NMIS,FCT Vocational Institute Tudun Wada Bwari,FCTBWR07,Tertiary,Adult Education,Public,Formal,School,,,a6049809-1885-4d7c-9092-16df7421e6a2,POINT (7.381992 9.283447000000001)
579,u_fc_poi_school.69777,LA,GRID,Lagos State University College Of Medicine,LASIKA06,Tertiary,University,Public,Formal,School,,,a63a979c-15a6-4a69-906c-6b9df9304557,POINT (3.34193 6.58911)
580,u_fc_poi_school.69824,EK,GRID,Faith In God Academy,EKSIPN08,Tertiary,Standard,Private,Formal,School,,,a64e02bd-6407-4ab3-b400-b08ac22a2279,POINT (5.2236233 7.6780033)
581,u_fc_poi_school.70161,IM,GRID,Mac Donald Vocational School,IMSNWA07,Tertiary,Standard,Private,Formal,School,,,a7143779-ce25-4ecb-8e9e-4cbbe5747a33,POINT (7.0470117 5.5472417)
582,u_fc_poi_school.70185,OG,eHA Polio,Ogun State College Of Health Technology,OGSIUU07,Tertiary,Adult Education,Public,Formal,School,,,a721f892-62f5-442d-946d-52ed1b05ecfa,POINT (3.9534234 6.8019333)
583,u_fc_poi_school.70195,EK,GRID,Eagle Generation Group Of Schools,EKSADO12,Tertiary,Standard,Public,Formal,School,15.0,50.0,a7271e08-3edf-4b6e-9d2d-edead1751e09,POINT (5.2324817 7.67568)
584,u_fc_poi_school.70433,GO,GRID,Hill Talent Academy,GMSGME01,Tertiary,Standard,Public,Formal,School,,,a7b254ee-9793-45b8-90e1-4af686ccfba5,POINT (11.1485767 10.3011967)
585,u_fc_poi_school.70805,EK,GRID,School Of Nursing Federal Medical Center Ido Ekiti,EKSIDO06,Tertiary,Standard,Public,Formal,School,,,a888d015-4442-4ddf-8568-5aed187943a6,POINT (5.1878 7.8396233)
586,u_fc_poi_school.70865,OG,eHA Polio,Redeemers University Mini Campus,OGSOBE13,Tertiary,University,Private Faith Based,Formal,School,,,a8ae75c1-486d-4ea0-8feb-a9c84ca227a2,POINT (3.4602102 6.8146888)
587,u_fc_poi_school.70945,GO,GRID,Galilee Gate Academy,GMSSHM09,Tertiary,Standard,Public,Formal,School,,,a8e936d0-10aa-40e2-a36a-0602a2e0a77f,POINT (11.1504067 9.70384)
588,u_fc_poi_school.70954,AB,GRID,Semcon Friends College Of Health Sciences And Technology,ABSSSM13,Tertiary,Standard,Faith Based,Formal,School,15.0,,a8ecf9a3-bb14-4a6e-af35-07be3a31b6a7,POINT (7.3763385 5.1828378)
589,u_fc_poi_school.71062,EK,GRID,Shelperd International School,EKSADO13,Tertiary,Standard,Private,Formal,School,,,a92bfe77-135a-40c7-a390-5da04e1a1efd,POINT (5.2044233 7.5877533)
590,u_fc_poi_school.71068,AK,NMIS,Social Dev Edu info sports culture,AKSKPK09,Tertiary,Adult Education,Public,Formal,School,,,a92f0510-f4da-4e5f-bc58-d92f7eedf286,POINT (7.538682 4.857232)
591,u_fc_poi_school.71257,ON,Proxy Logistics,Adekunle Ajasan University,ODSOWT08,Tertiary,University,State Government,Formal,School,,,a9add33c-acb2-4593-ac7a-4162536c1eba,POINT (4.8451056 7.0909926)
592,u_fc_poi_school.71324,BE,OSGOF,National Open University Makurdi,BNSMKD11,Tertiary,University,Public,Formal,School,,,a9d84da0-de06-4126-aea1-c3b545cad42f,POINT (8.53919 7.677)
593,u_fc_poi_school.71457,DE,NMIS,Isoko North Skill Acquisation Center Ozoro,DTSDSZ13,Tertiary,Adult Education,Private,Formal,School,,,aa2ed948-ed5b-4809-94b5-8e49bcad6525,POINT (6.238056 5.543906)
594,u_fc_poi_school.71513,EK,GRID,Gods Favour Group Of Schools,EKSIKR08,Tertiary,Standard,Private,Formal,School,,,aa55b701-80f7-4170-8ddb-f8e576576c70,POINT (5.2133467 7.4980183)
595,u_fc_poi_school.71586,IM,NMIS,Uche Stenographic Academy,IMSMGD14,Tertiary,Adult Education,Private,Formal,School,,,aa83f8b3-45e7-4fa4-bdf7-add6435cdbe6,POINT (6.95892 5.762619)
596,u_fc_poi_school.71737,TA,OSGOF,State University Mini Campus,TRSJAL03,Tertiary,University,Public,Formal,School,,,aae25290-9a35-498b-9ce1-cf0706572972,POINT (11.326271 8.930911999999999)
597,u_fc_poi_school.71750,AD,OSGOF,School Of Nursing Yola,ADSYLA03,Tertiary,Adult Education,Public,Formal,School,,,aaf490a3-1ffa-4c99-91e2-5dbcceb4c48c,POINT (12.49338 9.195309999999999)
598,u_fc_poi_school.71843,NI,OSGOF,Brilliant Inpact Academy Apo,NISWSE03,Tertiary,Adult Education,Private,Informal,School,,,ab279caa-13fb-4a9f-98a2-e7edd7e018e5,POINT (7.22025 9.1859)
599,u_fc_poi_school.71863,SO,NMIS,Yacera Islamia School,62307,Tertiary,Adult Education,Private,Religious,School,,,ab34cf57-4266-49d7-b4a7-97d2c910d205,POINT (5.0612351 12.7172869)
600,u_fc_poi_school.71919,CR,GRID,Bakor Polytechnic,CRSGGJ04,Tertiary,Standard,Private,Formal,School,900.0,2000.0,ab5d41c3-65e6-4377-a820-632842d0965a,POINT (8.792894799999999 6.6728321)
601,u_fc_poi_school.72000,NI,OSGOF,Gold Maths Academy International School Barikin Sale,NISMNA05,Tertiary,Adult Education,Private,Informal,School,,,ab8b0cf7-efa8-4386-b1c6-6ed6fe900ee6,POINT (6.53637 9.592969999999999)
602,u_fc_poi_school.72089,EN,GRID,Caritas University,ENSNKW05,Tertiary,University,Private,Formal,School,,,abbc6076-2c48-49c0-84b4-bd42e5760c65,POINT (7.5749817 6.5027667)
603,u_fc_poi_school.72090,BE,NMIS,St Judes Science and Technical College Tse mker,BNSVDY03,Tertiary,Adult Education,Public,Formal,School,,,abbc7ff8-e6e9-4ccf-b1d6-7a654b1980fe,POINT (9.145217000000001 6.88199)
604,u_fc_poi_school.72093,NA,OSGOF,ERCC Conference Bible Colege,NASLFA02,Tertiary,Adult Education,Public,Formal,School,,,abbeebc2-b322-4f0e-9cb9-d161f571ac9c,POINT (8.56368 8.41586)
605,u_fc_poi_school.72279,LA,GRID,Adeniran Ogunsanya College Of Education Lagos Badagry Express,LASOJO13,Tertiary,Standard,Public,Formal,School,,,ac30028d-40e0-4fba-bde9-99f81ce527df,POINT (3.1146312 6.4990244)
606,u_fc_poi_school.72428,FC,GRID,The National Missionary Seminary Of St Paul,FCTGWA07,Tertiary,Tertiary,Faith Based,Formal,School,20.0,80.0,ac8c2fc3-b805-49a1-acdb-5f083413bc84,POINT (7.0447337 8.9891475)
607,u_fc_poi_school.72537,JI,OSGOF,Jigawa State Institute of Information Technology ,JI1706,Tertiary,Adult Education,State Government,Informal,School,,,acc6a5eb-eda1-48cd-9de6-d9650ee32b6e,POINT (8.4327305 12.6218073)
608,u_fc_poi_school.72678,OG,eHA Polio,Ogun State School Of Nursing,OGSIUE08,Tertiary,Adult Education,Public,Formal,School,,,ad126571-f08a-40bd-97cb-d3c339307c23,POINT (3.9245108 6.8111932)
609,u_fc_poi_school.72751,EK,GRID,Redeemers Academy,EKSADO10,Tertiary,Standard,Private,Formal,School,,,ad3f06b4-9296-4c2e-b0b2-3b677c4fdf7e,POINT (5.1745583 7.62393)
610,u_fc_poi_school.72837,EK,GRID,School Of Nursing Ado Ekiti,EKSADO02,Tertiary,Standard,Public,Formal,School,,,ad767e78-445b-4229-a676-d53fb56d12ba,POINT (5.2234943 7.6459263)
611,u_fc_poi_school.72862,EK,GRID,Christ Victory Academy,EKSEME05,Tertiary,Standard,Private,Formal,School,15.0,86.0,ad86a390-e4cf-4fba-a810-9e16536c60e6,POINT (5.48184 7.4424767)
612,u_fc_poi_school.72904,EK,GRID,Precious Unique Academy,EKSADO02,Tertiary,Standard,Private,Formal,School,,,ad9b98e1-7a99-4364-a866-52d00acc8e6b,POINT (5.2087033 7.6457717)
613,u_fc_poi_school.73006,AK,NMIS,Eket Vocational Technical College Effoi,AKSKET08,Tertiary,Adult Education,Private,Formal,School,,,add25333-5e4a-4029-9cd5-293eb257b3c9,POINT (8.004784000000001 4.671838)
614,u_fc_poi_school.73337,KT,NMIS,Women Islamic School Kofar Yamma Yardaji,43409,Tertiary,Adult Education,Public,Religious,School,,,aea58676-4c2f-452d-8abc-164c473b2d52,POINT (8.566135900000001 13.0163121)
615,u_fc_poi_school.73385,KB,NMIS,Yanlugga Islamiya,51902,Tertiary,Adult Education,Private,Integrated,School,,,aec0159a-ce96-4fe2-8b5c-5b800c267dce,POINT (5.9381947 11.294575)
616,u_fc_poi_school.73467,NI,OSGOF,Vocational School New Bwari Kamima,NISWSE06,Tertiary,Adult Education,Private,Informal,School,,,aeef3225-310f-4c07-8c60-206a00889c6e,POINT (7.31284 9.26355)
617,u_fc_poi_school.73844,KT,NMIS,Muftahu Islamic School,43101,Tertiary,Adult Education,Public,Religious,School,,,aff02eac-173e-4dac-ad2a-7b775ab2bbbb,POINT (7.0366466 11.4152509)
618,u_fc_poi_school.73917,SO,NMIS,Liman Dan Dare Islamia School,62308,Tertiary,Adult Education,Private,Religious,School,,,b025cbb7-aa55-4318-9dee-02a689a2273b,POINT (4.8136382 12.7578649)
619,u_fc_poi_school.74064,GO,GRID,Light Academy Gombe,GMSGME10,Tertiary,Standard,Public,Formal,School,,,b07a0575-27ac-4fd9-92c5-5b58a154ab5a,POINT (11.170325 10.266125)
620,u_fc_poi_school.74079,EK,GRID,Elisben International School Ikere Ekiti,EKSIKR09,Tertiary,Standard,Private,Formal,School,,,b083fbd3-f7d4-4926-8749-0039e75b779a,POINT (5.2260817 7.4773917)
621,u_fc_poi_school.74107,EB,GRID,Federal University Ndufu Alike Ikwo Centre For Educational Services,EBSAKL08,Tertiary,University,Public,Formal,School,,,b09a58e4-7ca3-40fe-ad5c-aa5286951e1f,POINT (8.0878367 6.3185233)
622,u_fc_poi_school.74213,KW,OSGOF,Federal Polytechnic Offa,KWSFFA11,Tertiary,Adult Education,Public,Formal,School,,,b0d8fab7-99e2-4f8d-9163-4c6ace552f59,POINT (4.71358 8.13185)
623,u_fc_poi_school.74231,OG,eHA Polio,Ogun State Polytechnic,OGSIKA09,Tertiary,Adult Education,Public,Formal,School,,,b0e090a0-642b-4618-8148-f6bc0101c0a1,POINT (2.8277033 6.5445767)
624,u_fc_poi_school.74232,AN,OSGOF,St Pauls University Nibo Ngodo Nise,ANSAWK15,Tertiary,University,Public,Formal,School,,,b0e09a8c-42ac-4070-8dd0-16311015ced7,POINT (7.0413822 6.1787219)
625,u_fc_poi_school.74237,EN,GRID,Wisdom Polytechnic Nsukka,ENSNSK01,Tertiary,Adult Education,Private,Formal,School,,,b0e32b67-cbe5-46fb-8ed4-782a533cfcff,POINT (7.3695733 6.8354083)
626,u_fc_poi_school.74240,DE,OSGOF,Western Delta University Ogharefe,DTSGRA09,Tertiary,University,Public,Formal,School,,,b0e45213-bb9c-4e0e-bb1f-0b53dd6b626b,POINT (5.67096 5.94421)
627,u_fc_poi_school.74373,LA,GRID,The Certified Institute Of Shipping Of Nigeria,LASBDY08,Tertiary,Standard,Private,Formal,School,,,b13261b2-f71a-49b1-8369-170e842733ec,POINT (3.04682 6.48327)
628,u_fc_poi_school.74381,TA,GRID,Kwararafa University Wukari,TRSWKR08,Tertiary,University,Private,Formal,School,,,b135903e-a090-4c2d-b073-77b99c5c85a0,POINT (9.781458300000001 7.8690917)
629,u_fc_poi_school.74457,SO,NMIS,Shiyar Lelaba Islamia School,62308,Tertiary,Adult Education,Private,Religious,School,,,b1654275-f261-4cef-aad3-c47174b7791a,POINT (4.8536231 12.7335205)
630,u_fc_poi_school.74608,EB,GRID,Directorate Of Undergraduate Studies,EBSCHR14,Tertiary,Adult Education,Public,Formal,School,,,b1c83453-19d9-4290-822a-ac44b28226f3,POINT (8.166001700000001 6.1165517)
631,u_fc_poi_school.74658,NI,NMIS,Federal Science and Technical College Kuta,NISKUT15,Tertiary,Adult Education,Public,Formal,School,,,b1e8b4e7-4e69-411e-97b7-9bd947a51e87,POINT (6.7191933 9.857585)
632,u_fc_poi_school.74702,GO,GRID,BB Molta Amazing Grace Academy Billiri,GMSBLR03,Tertiary,Standard,Public,Formal,School,,,b1fdc0f6-4e17-4edb-905d-8c5c0a3772a5,POINT (11.2294848 9.8757898)
633,u_fc_poi_school.74870,EK,GRID,Morning Star International School,EKSIKE10,Tertiary,Standard,Private,Formal,School,5.0,40.0,b25ef1ff-9bf1-44b4-bae5-f115ba29f84a,POINT (5.5846117 7.8208567)
634,u_fc_poi_school.74888,EN,NMIS,Abor Technical College,ENSUDD02,Tertiary,Adult Education,Public,Formal,School,,,b26a68d9-7a42-4c4d-9e2f-6dcee8ee47d0,POINT (7.407344 6.482601)
635,u_fc_poi_school.74931,SO,NMIS,Islamiyya Gadambe,61507,Tertiary,Adult Education,Private,Religious,School,,,b282b66c-60d5-4d2a-9d48-b74350f710c9,POINT (4.7698848 12.9235256)
636,u_fc_poi_school.75064,EK,GRID,Victory Group Of School,EKSOYE07,Tertiary,Standard,Private,Formal,School,13.0,87.0,b2cc7563-683a-42ef-830c-4f938178df0e,POINT (5.3240533 7.916755)
637,u_fc_poi_school.75070,SO,NMIS,Rungumi Academy,61707,Tertiary,Adult Education,Private,Integrated,School,,,b2d4b77a-4422-456f-9e25-789946746007,POINT (5.2354383 13.0561667)
638,u_fc_poi_school.75269,SO,NMIS,Fakka Islamia School,62305,Tertiary,Adult Education,Public,Religious,School,,,b3458107-df90-49ea-bdb5-6d4cb9f3413e,POINT (4.9141485 12.684992)
639,u_fc_poi_school.75358,NI,OSGOF,Technical College Fofo,NISKHA07,Tertiary,Standard,Public,Formal,School,,,b37b365e-5c15-4a92-95bb-1ef0c0187f82,POINT (6.1867 8.7643)
640,u_fc_poi_school.75452,GO,GRID,Onward International School,GMSGME02,Tertiary,Standard,Public,Formal,School,,,b3b2b880-6980-4ba0-8fae-6c6c4ab70150,POINT (11.1911367 10.2715867)
641,u_fc_poi_school.75577,FC,OSGOF,Covenant Learning Academy Kpeyegi,FCTABC11,Tertiary,Adult Education,Public,Formal,School,,,b40261f7-e9c3-4dae-9cc8-9b02bc7353d1,POINT (7.55163 8.960129999999999)
642,u_fc_poi_school.75670,KT,NMIS,Birnin Kuka Islamiya School,42701,Tertiary,Adult Education,Public,Religious,School,,,b439293b-cfbe-4b85-9d44-f7e561ab86c1,POINT (7.9858536 13.3170605)
643,u_fc_poi_school.75705,GO,NMIS,Government Vocational Training College Gombe,GMSGME10,Tertiary,Adult Education,Private,Formal,School,,,b451c0f8-4d9a-425f-872e-c19d91236a46,POINT (11.182185 10.28007)
644,u_fc_poi_school.75990,TA,GRID,Taraba State College Of Nursing And Midwifery,TRSJAL03,Tertiary,Tertiary,Public,Formal,School,,,b4f3bb18-e6c9-4250-aace-304484d91ab3,POINT (11.3906555 8.928525499999999)
645,u_fc_poi_school.76055,EK,GRID,Federal University Oye School Of Postgraduate Studies,EKSOYE11,Tertiary,University,Public,Formal,School,,,b51464bc-9992-4cb4-9e8b-6347a9e9f349,POINT (5.3140783 7.80567)
646,u_fc_poi_school.76067,TA,GRID,Jerry Academy,TRSTTM01,Tertiary,Standard,Private,Formal,School,,,b51b3747-cc41-4426-8612-3ce4d262f9e1,POINT (9.7147694 6.9783644)
647,u_fc_poi_school.76389,EN,GRID,Nnamani Campus Law School Agbani,ENSAGN13,Tertiary,Adult Education,Public,Formal,School,50.0,1000.0,b5e6f5a7-657a-4246-97f4-3e6a08d6fea2,POINT (7.55046 6.3184667)
648,u_fc_poi_school.76518,LA,GRID,Business School Netherland,LASIKA06,Tertiary,Standard,Private,Formal,School,,,b63df85b-3a08-43c4-b048-5e8864ae933a,POINT (3.3588066 6.5728571)
649,u_fc_poi_school.76633,PL,NMIS,Calvery Ministry of Mission,PLSBLD15,Tertiary,Adult Education,Private,Formal,School,,,b68ae203-7b95-453c-bf0b-35062aa5dcb1,POINT (8.915196 9.502355)
650,u_fc_poi_school.76922,BE,OSGOF,School Of Nursing Makurdi,BNSMKD04,Tertiary,Adult Education,Public,Formal,School,,,b74004a7-595c-40d2-8c76-1ca4d0836c82,POINT (8.52741 7.72858)
651,u_fc_poi_school.77192,EB,GRID,Federal University Ndufu Alike,EBSCHR22,Tertiary,University,Public,Formal,School,,,b7dbb8ca-69e3-49a5-95d2-37e7e5bc8d1e,POINT (8.146548299999999 6.1384433)
652,u_fc_poi_school.77341,EN,GRID,Seminary School Nchatancha,ENSMGL01,Tertiary,Adult Education,Faith Based,Formal,School,,,b82b1217-061a-4e39-a67f-b100c18bd30e,POINT (7.6029857 6.4540488)
653,u_fc_poi_school.77364,EK,GRID,Adonai International School,EKSADO02,Tertiary,Standard,Private,Formal,School,,,b83a27e6-ef8a-460f-aa6f-9d33cda532fa,POINT (5.2076917 7.6443483)
654,u_fc_poi_school.77595,EK,GRID,Success International College,EKSADO09,Tertiary,Standard,Private,Formal,School,,,b8bc5439-17c5-4b6a-a06c-1fc5aba12148,POINT (5.2287533 7.6346233)
655,u_fc_poi_school.77639,CR,GRID,H I Computer School,CRSCAL09,Tertiary,Standard,Private,Formal,School,15.0,88.0,b8d7bfa5-3fe2-4b5d-9343-dd74ced6bcf9,POINT (8.339566700000001 5.0116983)
656,u_fc_poi_school.77671,RI,GRID,Federal College Of Education Technical Omoku,RVSRGM11,Tertiary,Adult Education,Public,Formal,School,,,b8edfc3f-263c-4add-8b98-ce740bebad2d,POINT (6.67148 5.3775717)
657,u_fc_poi_school.77789,GO,GRID,SAIS Jibwis Pantami,GMSGME04,Tertiary,Standard,Faith Based,Formal,School,,,b92f93a6-a770-4f3b-9686-7b56d479e7b4,POINT (11.1667567 10.2780083)
658,u_fc_poi_school.77945,LA,GRID,Steduron College Of Health Technology,LASBDY03,Tertiary,Standard,Private,Formal,School,,,b989ed0b-b4e1-423c-a09a-9d52d648feb9,POINT (2.94113 6.44326)
659,u_fc_poi_school.77974,EK,GRID,Living Spring Group Of Schools Odoado Ado Ekiti,EKSADO08,Tertiary,Standard,Private,Formal,School,,,b99a5853-e0d2-4f76-8ed4-20232abce074,POINT (5.2384067 7.6069683)
660,u_fc_poi_school.77986,EK,GRID,Rose Of Sharon Academy,EKSEFO02,Tertiary,Standard,Private,Formal,School,6.0,70.0,b99f1fae-01fe-49dc-8d7e-b293c811ce99,POINT (4.9191217 7.6578583)
661,u_fc_poi_school.78310,GO,GRID,Solita International School Gombe,GMSAKK02,Tertiary,Standard,Public,Formal,School,,,ba5ece92-4389-4c9a-a1ae-e4f4a7254c9f,POINT (11.1096033 10.2933433)
662,u_fc_poi_school.78326,CR,GRID,Cross River State College Of Education Akamkpa,CRSKAM06,Tertiary,Standard,Public,Formal,School,4000.0,13000.0,ba6e5d5e-deb5-46d9-9b24-adacdaf92efc,POINT (8.3571817 5.2547567)
663,u_fc_poi_school.78391,KO,NMIS,Home Economics Centre,KGSJMU03,Tertiary,Adult Education,Public,Formal,School,,,ba9574a9-8141-43f9-befd-409bfa50bc78,POINT (5.992689 7.981254)
664,u_fc_poi_school.78440,OY,NMIS,School For The Blind Ogbomoso,OYSOGN09,Tertiary,Adult Education,Public,Formal,School,,,babcbd3f-026e-4d6a-9e07-91aa3053b219,POINT (4.247424 8.148837)
665,u_fc_poi_school.78484,GO,GRID,Ecwa Christian Academic Awai,GMSBLR05,Tertiary,Standard,Public,Formal,School,,,badaa918-c001-4463-81be-15a3d2ec7656,POINT (11.218535 9.897525)
666,u_fc_poi_school.78517,LA,GRID,Lagos University Of Medicals And Health Sciences,LASOJO06,Tertiary,University,Public Private,Formal,School,,,baee6de8-14b2-4517-9877-6c2e415860e2,POINT (3.12338 6.49198)
667,u_fc_poi_school.78604,EK,GRID,New Vine Academy Ifisin Ekiti,EKSIDO02,Tertiary,Standard,Private,Formal,School,,,bb1de77a-5909-4e15-a1d2-ff29c67a85b2,POINT (5.2010833 7.7913567)
668,u_fc_poi_school.78684,GO,GRID,Abubakar Usman J,GMSDKU10,Tertiary,Standard,Public,Formal,School,,,bb4b15ae-42b0-4ef9-ad86-7c3b2f69f500,POINT (10.76006 10.6831217)
669,u_fc_poi_school.78761,AN,OSGOF,Nnamdi Azikiwe University Nneogidi Agulu,ANSAWK17,Tertiary,University,Public,Formal,School,,,bb7c5fd2-d121-4ff1-8706-ea27cf7129d3,POINT (7.0358922 6.1431831)
670,u_fc_poi_school.78886,DE,OSGOF,School Of Nursing Alibuba,DTSAGB04,Tertiary,Adult Education,Public,Formal,School,,,bbd0346d-1ec8-4d9d-bbfd-33a268891f03,POINT (6.18459 6.25637)
671,u_fc_poi_school.78905,OG,OSGOF,National Open University Awa Campus,OGSIUN10,Tertiary,University,Public,Formal,School,,,bbd9d799-6f70-43ad-b25a-09553fe085d3,POINT (3.93101 6.96081)
672,u_fc_poi_school.78957,KN,NMIS,Gama Vocational Training Centre,KN3108,Tertiary,Adult Education,Public,Formal,School,,,bbf48627-17c3-4504-b4df-555bcebbd673,POINT (8.551606 12.03589)
673,u_fc_poi_school.79004,DE,NMIS,Otagba Ogbe Technical College Kwale,DTSKWC08,Tertiary,Standard,Public,Formal,School,,,bc16ea9d-a2c1-442f-9636-fef4ef1244b9,POINT (6.411929 5.684582)
674,u_fc_poi_school.79274,GO,GRID,Gombe Academy Sirankewo,GMSAKK02,Tertiary,Standard,Public,Formal,School,,,bcb7ecdd-c315-473b-a67c-932339a10695,POINT (11.1663683 10.2519683)
675,u_fc_poi_school.79847,IM,NMIS,Success Vocational School Egbeada,IMSRRT02,Tertiary,Adult Education,Private,Formal,School,,,bdf47f35-8e1b-4211-a5f1-53f80ec38e05,POINT (7.017763 5.532277)
676,u_fc_poi_school.80138,KT,NMIS,Madarasatu Taadibul Aulad Watahfizul Quran,43101,Tertiary,Adult Education,Public,Integrated,School,,,be9895a3-e578-4bab-a390-8126ec6513c7,POINT (7.0374172 11.4060448)
677,u_fc_poi_school.80176,GO,OSGOF,Abubakar Umar Memorial School,GMSGME10,Tertiary,Adult Education,Public,Formal,School,,,beb68c1d-d3ab-4377-b7fc-375b3a153cce,POINT (11.1890253 10.276209)
678,u_fc_poi_school.80187,LA,GRID,Genesis Centre School,LASEOA02,Tertiary,Standard,Private,Formal,School,,,bebd2df2-3030-4282-8648-9b7c41f57127,POINT (3.57944 6.48791)
679,u_fc_poi_school.80291,LA,GRID,Government Technical College Ikorodu,LASKSE09,Tertiary,Standard,Public,Formal,School,,,bf03aa01-8b52-4f18-ad7d-7c608606ddf0,POINT (3.3935643 6.6063896)
680,u_fc_poi_school.80304,LA,NMIS,Home Economics Centre,LASATO05,Tertiary,Adult Education,Public,Formal,School,,,bf0abe9f-6be9-46ac-9931-51709602dfa3,POINT (3.340561 6.464956)
681,u_fc_poi_school.80491,EN,GRID,Marist University Akpakwume,ENSUDD04,Tertiary,University,Private,Formal,School,,,bf744e31-22da-4c52-ab28-e5b8a5289c3e,POINT (7.303805 6.6215683)
682,u_fc_poi_school.80539,EN,GRID,Boastal Training Institute,ENSENU12,Tertiary,Adult Education,Public,Formal,School,,,bf920d91-4fcb-4766-ac7b-3c960b8b988a,POINT (7.45981 6.442395)
683,u_fc_poi_school.80692,EN,GRID,Trizas Institute For Innovative Education,ENSNKW06,Tertiary,Adult Education,Private,Formal,School,,,bfeb2bac-e2af-43eb-90e1-33af7c068cc8,POINT (7.4993 6.48613)
684,u_fc_poi_school.80921,EK,GRID,Gilgal International School,EKSIDO11,Tertiary,Standard,Private,Formal,School,,,c06c3f86-5f7c-4192-a95a-74fa0e8e23db,POINT (5.1768006 7.846748)
685,u_fc_poi_school.80934,BE,OSGOF,Benue State University,BNSMKD06,Tertiary,University,Public,Formal,School,,,c0727a69-1f40-4f9a-9fa5-7b871bf1c555,POINT (8.558999999999999 7.72434)
686,u_fc_poi_school.81248,EK,GRID,Our Lady Of Fatima International College Opposite Civil Defence Afao Road,EKSADO09,Tertiary,Standard,Private,Formal,School,,,c137da7e-59a6-415b-820e-fb7526f1324d,POINT (5.2571617 7.64807)
687,u_fc_poi_school.81515,AD,NMIS,Vocational Technical Training Centre,ADSNUM06,Tertiary,Adult Education,Public,Formal,School,,,c1d510a5-68f7-4b68-bf11-4b7446439e55,POINT (12.032445 9.460399000000001)
688,u_fc_poi_school.81589,TA,GRID,Veenstra Reformed Theological Seminary Lupwe,TRSUSS06,Tertiary,Standard,Private,Formal,School,12.0,80.0,c200a7b7-cda3-4436-a356-45017400ca8b,POINT (10.0198233 7.2111733)
689,u_fc_poi_school.81787,SO,NMIS,Madara Satu Nagarta,62308,Tertiary,Adult Education,Public,Religious,School,,,c27e91c1-9ffc-4d9d-801a-fa5bda6a3282,POINT (4.8539399 12.7348667)
690,u_fc_poi_school.82058,AB,NMIS,Modern School of Art and Science,ABSBND01,Tertiary,Adult Education,Private,Formal,School,,,c322cb08-af53-41ac-b545-beb9fee8954c,POINT (7.615469 5.729317)
691,u_fc_poi_school.82139,EK,GRID,Berachah Group Of Schools,EKSIEN07,Tertiary,Standard,Private,Formal,School,,,c3568418-1201-4ac7-acae-9accc5c85465,POINT (5.4220583 7.4720583)
692,u_fc_poi_school.82160,EK,GRID,Upper Grade Academy Olorunsogoado Ekiti,EKSADO12,Tertiary,Standard,Private,Formal,School,,,c3627d5d-08c8-4a6b-955c-7807eba390ed,POINT (5.22406 7.66665)
693,u_fc_poi_school.82176,LA,GRID,Orimedu Skill Acquisition Center,LASIUI08,Tertiary,Standard,Public,Formal,School,,,c3709a8c-6fda-41e8-bbe8-7319eba273da,POINT (3.90907 6.43958)
694,u_fc_poi_school.82388,KT,OSGOF,Katsina State University,40204,Tertiary,University,Public,Formal,School,,,c3e8ab72-5e6b-4e0e-bb7a-8adbb1cecd79,POINT (7.6002907 12.9427445)
695,u_fc_poi_school.82391,KO,OSGOF,Kogi State University,KGSKNA02,Tertiary,University,Public,Formal,School,,,c3ea5d3a-9142-42ba-9cc5-4c2ef86517b5,POINT (7.18789 7.48527)
696,u_fc_poi_school.82543,EK,GRID,Diamond International Academy,EKSEME08,Tertiary,Standard,Private,Formal,School,10.0,50.0,c44a631c-393b-4346-9b75-a0088f85eb97,POINT (5.4991483 7.3518133)
697,u_fc_poi_school.82750,EK,GRID,Sycro Group Of Schools,EKSGBN10,Tertiary,Standard,Private,Formal,School,,,c4b4b0c6-8d9d-403c-8149-602e4357784c,POINT (5.5268667 7.5784517)
698,u_fc_poi_school.82813,NA,OSGOF,Bible Training School,NASNBB02,Tertiary,Adult Education,Public,Formal,School,,,c4dc9b29-e713-4006-9449-82209e3f2e28,POINT (8.8439 8.311959999999999)
699,u_fc_poi_school.82821,GO,OSGOF,Computer Center Biri,GMSNFD03,Tertiary,Adult Education,Public,Formal,School,,,c4e1f60c-88ac-4068-a69d-563c7b75b678,POINT (11.27299 10.90336)
700,u_fc_poi_school.82997,DE,Proxy Logistics,State School of Nursing,DTSAGB04,Tertiary,Adult Education,State Government,Formal,School,,,c54b0791-ed76-47af-a3ee-440fb288133b,POINT (6.1839584 6.2566478)
701,u_fc_poi_school.83076,BR,OSGOF,School Of Nursing and Midwifery,12413,Tertiary,Standard,Unknown,Formal,School,,,c585ca1e-a17e-4aa3-8a47-340167e843bf,POINT (13.1465637 11.8289197)
702,u_fc_poi_school.83100,GO,GRID,Victory International School,GMSAKK02,Tertiary,Standard,Public,Formal,School,,,c5959f6e-80c6-4929-9467-710aa3504508,POINT (11.18758 10.261635)
703,u_fc_poi_school.83215,GO,GRID,Maranatha Excellent Academy,GMSAKK02,Tertiary,Standard,Public,Formal,School,,,c5d8122f-b969-48e3-8182-51814e8702f0,POINT (11.1109267 10.29215)
